University Name,State,Country,Course Name,Average Fees (Per Year),Currency
Virginia Tech,Virginia,United States,MS in Computer Science,26400.0,USD
Virginia Tech,Virginia,United States,MEng in Computer Science,35200.0,USD
Virginia Tech,Virginia,United States,MS in Computer Science (Thesis),24390.0,USD
Virginia Tech,Virginia,United States,MS in Computer science ( Coursework Option ),24390.0,USD
Stony Brook University,New York,United States,MS in Computer Science,21080.0,USD
Stony Brook University,New York,United States,MS in Computer Science- Data Science and Engineering,19902.0,USD
University of Cincinnati,Ohio,United States,MS in Computer Science,21995.0,USD
University of Cincinnati,Ohio,United States,MEng in Computer Science,39990.0,USD
University of Waterloo,Ontario,Canada,Masters in Computer Science,23088.0,CAD
University of Waterloo,Ontario,Canada,Masters in Mathematics (Computer Science),25537.0,CAD
University of Waterloo,Ontario,Canada,Masters in Mathematics (Computer Science) -Thesis,23088.0,CAD
Syracuse University,New York,United States,MS in Computer Science,28080.0,USD
New Jersey Institute of Technology,New Jersey,United States,MS in Computer Science,35200.0,USD
University of Massachusetts Amherst,Massachusetts,United States,MS in Computer Science,27825.0,USD
University of Massachusetts Amherst,Massachusetts,United States,MS in Computer Science - Data Science,25095.0,USD
University of Colorado Boulder,Colorado,United States,Masters in Computer Science - Professional,32500.0,USD
University of Colorado Boulder,Colorado,United States,MS in Computer Science,41800.0,USD
Rochester Institute of Technology,New York,United States,MS in Computer Science (Project Option),49260.0,USD
Rochester Institute of Technology,New York,United States,MS in Computer Science (Thesis),36945.0,USD
Rochester Institute of Technology,New York,United States,MS in Computer Science,54176.0,USD
Stanford University,California,United States,MS in Computer Science,47985.0,USD
Cornell University,New York,United States,MEng in Computer Science,68380.0,USD
Cornell University,New York,United States,MS in Computer Science,29500.0,USD
Stevens Institute of Technology,New Jersey,United States,MS in Computer Science,47580.0,USD
Stevens Institute of Technology,New Jersey,United States,MS in Enterprise Cloud Computing,,USD
University of Houston,Texas,United States,MS in Computer Science,18840.0,USD
University of South Florida,Florida,United States,MS in Computer Science,17620.0,USD
Northwestern University,Illinois,United States,MS in Computer Science,64650.0,USD
University of Wisconsin-Madison,Wisconsin,United States,Masters in Computer Sciences - Professional,25578.0,USD
University of Wisconsin-Madison,Wisconsin,United States,MS in Computer Science,30060.0,USD
University of Wisconsin-Madison,Wisconsin,United States,MS in Computer Science (duplicate),25578.0,USD
"University of California, Davis",California,United States,MS in Computer Science,27366.0,USD
Michigan State University,Michigan,United States,MS in Computer Science,36200.0,USD
Michigan State University,Michigan,United States,MS in Computer Science and Engineering,29772.0,USD
McGill University,Montreal,Canada,MSc in Computer Science (Thesis),19728.0,CAD
McGill University,Montreal,Canada,MSc in Computer Science (Non-Thesis),42650.0,CAD
San Diego State University,California,United States,MS in Computer Science,15645.0,USD
"University of Maryland, Baltimore County",Maryland,United States,MS in Computer Science,18555.0,USD
Ohio State University,Ohio,United States,MS in Computer Science and Engineering (Thesis),44110.0,USD
Ohio State University,Ohio,United States,MS in Computer Science and Engineering - Non Thesis,44110.0,USD
Ohio State University,Ohio,United States,MS in Computer Science and Engineering,42253.0,USD
Georgia State University,Georgia,United States,MS in Computer Science,30216.0,USD
Indiana University Bloomington,Indiana,United States,MS in Computer Science,22320.0,USD
"California State University, Fullerton",California,United States,MS in Computer Science,19260.0,USD
"California State University, Long Beach",California,United States,MS in Computer Science,14445.0,USD
George Mason University,Virginia,United States,MS in Computer Science,29720.0,USD
Clemson University,South Carolina,United States,MS in Computer Science,25960.0,USD
University of Windsor,Ontario,Canada,MSc in Computer Science,25590.0,CAD
University of Windsor,Ontario,Canada,Masters in Computer Science,1413.0,CAD
University of Arizona,Arizona,United States,MS in Computer Science - Non Thesis,26910.0,USD
University of Arizona,Arizona,United States,MS in Computer Science (Thesis),26910.0,USD
Boston University,Massachusetts,United States,MS in Computer Science - Cyber Security,63798.0,USD
Boston University,Massachusetts,United States,MS in Computer Science,72412.0,USD
Boston University,Massachusetts,United States,MS in Computer Science (General),63798.0,USD
Iowa State University,Iowa,United States,MS in Computer Science,30960.0,USD
Concordia University,Montreal,Canada,Masters in Computer Science (Thesis),17288.0,CAD
Concordia University,Montreal,Canada,Masters in Applied Computer Science,18363.0,CAD
"Concordia University, Montreal",Quebec,Canada,Masters in Computer Science,14366.0,CAD
California Institute Of Technology,California,United States,MS in Computer Science,63402.0,USD
Colorado State University,Colorado,United States,MS in Computer Science,29400.0,USD
Colorado State University,Colorado,United States,MS in Computer Science,26550.0,USD
"University of California, Santa Barbara",California,United States,MS in Computer Science,28572.0,USD
"California State University, Los Angeles",California,United States,MS in Computer Science,16245.0,USD
Michigan Technological University,Michigan,United States,MS in Computer Science - Coursework,29160.0,USD
Johns Hopkins University,Maryland,United States,MSE in Computer Science,69124.0,USD
Texas A&M University - Kingsville,Texas,United States,MS in Computer Science,14346.0,USD
University of North Texas,Texas,United States,MS in Computer Science,28217.0,USD
University of North Texas,Texas,United States,MS in Professional Computer Science,14445.0,USD
"California State University, East Bay",California,United States,MS in Computer Science,18480.0,USD
University of Ottawa,Ottawa,Canada,Masters in Computer Science - Bioinformatics,16845.0,CAD
University of Ottawa,Ottawa,Canada,Masters in Computer Science - Coursework and Project,17325.0,CAD
University of Ottawa,Ottawa,Canada,Masters in Computer Science - Applied Artificial Intelligence,16847.0,CAD
University of Ottawa,Ottawa,Canada,"Masters in Computer Science, Concentration in Artificial Intelligence",26634.0,CAD
"University of California,  Riverside",California,United States,MS in Computer Science,18244.0,USD
Duke University,North Carolina,United States,MS in Computer Science,65120.0,USD
The University of Utah,Utah,United States,MS in Computer Science,17850.0,USD
University of North Carolina at Chapel Hill,North Carolina,United States,MS in Computer Science,32370.0,USD
Simon Fraser University,British Columbia,Canada,MS in Professional Computer Science - Big Data,35662.0,CAD
"Simon Fraser University, Burnaby",British Columbia,Canada,PG Diploma in Computing Science,,CAD
Texas Tech University,Texas,United States,MS in Computer Science,19460.0,USD
University of Dayton,Ohio,United States,MS in Computer Science,15825.0,USD
Cleveland State University,Ohio,United States,Masters in Computer Science - Computer Information Science,20960.0,USD
Cleveland State University,Ohio,United States,MCS in Computer Science,20960.0,USD
State University of New York at Binghamton,New York,United States,MS in Computer Science,20481.0,USD
Carleton University,Ottawa,Canada,Masters in Computer Science,21097.0,CAD
"Carleton University, Ottawa",Ottawa,Canada,Masters in Computer Science,21375.0,CAD
"California State University, Sacramento",California,United States,MS in Computer Science,20860.0,USD
University of Pittsburgh,Pennsylvania,United States,MS in Computer Science,46060.0,USD
University of Calgary,Alberta,Canada,MSc in Computer Science,8574.0,CAD
"University of California, Santa Cruz",California,United States,MS in Computer Science and Engineering,29934.0,USD
"University of California, Santa Cruz",California,United States,MS in Computer Science and Engineering,29280.0,USD
"Rutgers University, Newark",New Jersey,United States,MS in Computer Science,38534.0,USD
Dalhousie University,Nova Scotia,Canada,Masters in Applied Computer Science,20453.0,CAD
Dalhousie University,Nova Scotia,Canada,Masters in Computer Science,20401.0,CAD
Oklahoma State University - Stillwater,Oklahoma,United States,MS in Computer Science,18447.0,USD
York University,Toronto,Canada,MSc in Computer Science,18787.0,CAD
York University,Toronto,Canada,MS in Computer Science,18787.0,CAD
McMaster University,Hamilton,Canada,MSc in Computer Science,44907.0,CAD
The George Washington University,District of Columbia,United States,MS in Computer Science,31950.0,USD
Oregon State University,Oregon,United States,MEng in Computer Science,25785.0,USD
Oregon State University,Oregon,United States,MS in Computer Science,27113.0,USD
Oregon State University,Oregon,United States,Masters in Computer Science,24863.0,USD
Indiana University - Purdue University Indianapolis,Indiana,United States,MS in Computer Information Science,21860.0,USD
University of Houston - Clear Lake,Texas,United States,MS in Computer Science - Thesis,16005.0,USD
University of Central Florida,Florida,United States,MS in Computer Vision,17910.0,USD
University of Central Florida,Florida,United States,MS in Computer Science,17910.0,USD
Toronto Metropolitan University,Toronto,Canada,MSc in Computer Science - Thesis,26380.0,CAD
Toronto Metropolitan University,Toronto,Canada,MSc in Computer Science (Course only Option),26380.0,CAD
University of Virginia,Virginia,United States,MS in Computer Science,39926.0,USD
Princeton University,New Jersey,United States,MSE in Computer Science,59710.0,USD
Princeton University,New Jersey,United States,MEng in Computer Science,59710.0,USD
Yale University,Connecticut,United States,MS in Computer Science,48300.0,USD
Northern Illinois University,Illinois,United States,MS in Computer Science,19406.0,USD
RWTH Aachen University,North Rhine-Westphilia,Germany,MSc in Computer Science,,EUR
RWTH Aachen University,North Rhine-Westphilia,Germany,Masters in Teaching (Computer Science),,EUR
"California State University, Northridge",California,United States,MS in Computer Science,15915.0,USD
University of Colorado at Denver,Colorado,United States,MS in Computer Science,22860.0,USD
Florida State University,Florida,United States,MS in Computer Science - Project Option,22200.0,USD
Florida State University,Florida,United States,MS in Computer Science - Thesis,22220.0,USD
University of New Haven,Connecticut,United States,MS in Computer Science,21840.0,USD
University of Rochester,New York,United States,MS in Computer Science,65870.0,USD
University of Connecticut,Connecticut,United States,MEng in Computer Science and Engineering,26000.0,USD
University of Connecticut,Connecticut,United States,MS in Computer Science and Engineering,46040.0,USD
"New York Institute of Technology, NY Campus",New York,United States,MS in Computer Science,32400.0,USD
Missouri University of Science and Technology,Missouri,United States,MS in Computer Science,23250.0,USD
"California State University, Fresno",California,United States,MS in Computer Science,13620.0,USD
State University of New York (Albany),New York,United States,MS in Computer Science,30442.0,USD
University of Victoria,British Columbia,Canada,MSc in Computer Science,8222.0,CAD
"University of Massachusetts, Boston",Massachusetts,United States,MS in Computer Science,31500.0,USD
Drexel University,Pennsylvania,United States,MS in Computer Science,31095.0,USD
Rice University,Texas,United States,Masters in Computer Science,59784.0,USD
Delft University of Technology,South Holland,Netherlands,MSc in Computer Science,21515.0,EUR
The University of Melbourne,Victoria,Australia,Masters in Computer Science,53792.0,AUD
Pace University,New York,United States,MS in Computer Science,31800.0,USD
"University of Missouri, Kansas City",Missouri,United States,MSc in Computer Science,24500.0,USD
The University of Chicago,Illinois,United States,MS in Computer Science,59337.0,USD
Kansas State University,Kansas,United States,MS in Computer Science,15105.0,USD
Worcester Polytechnic Institute,Massachusetts,United States,MS in Computer Science,32200.0,USD
San Francisco State University,California,United States,MS in Computer Science,21700.0,USD
Wichita State University,Kansas,United States,MS in Computer Science,16020.0,USD
Lakehead University,Thunder Bay,Canada,MSc in Computer Science (Thesis),24720.0,CAD
Wright State University,Ohio,United States,MS in Computer Science,17175.0,USD
Brown University,Rhode Island,United States,MSc in Computer Science,81192.0,USD
National University Of Singapore,Singapore,Singapore,Masters in Computing - Computer Science,38186.0,SGD
University of Massachusetts Lowell,Massachusetts,United States,MS in Computer Science,31540.0,USD
West Virginia University,West Virginia,United States,MS in Computer Science,35051.0,USD
Technical University of Berlin,Berlin,Germany,MSc in Computer Science,145.0,EUR
"California State University, Chico",California,United States,MS in Computer Science,19440.0,USD
The University of Central Missouri,Missouri,United States,MS in Computer Science,10680.0,USD
Washington State University,Washington,United States,MS in Computer Science,21945.0,USD
Southern Methodist University,Texas,United States,MS in Computer Science,24000.0,USD
Wayne State University,Michigan,United States,MS in Computer Science,35480.0,USD
University of San Francisco,California,United States,MS in Computer Science,29880.0,USD
University of Illinois at Springfield,Illinois,United States,MS in Computer Science,11930.0,USD
Kent State University,Ohio,United States,MA in Computer Science,15984.0,USD
Kent State University,Ohio,United States,MS in Computer Science,17056.0,USD
Lehigh University,Pennsylvania,United States,MEng in Computer Science,23850.0,USD
Lehigh University,Pennsylvania,United States,MS in Computer Science,23850.0,USD
Case Western Reserve University,Ohio,United States,MS in Computer Science,44960.0,USD
Florida International University,Florida,United States,MS in Computer Science,20040.0,USD
University of Alabama at Birmingham,Alabama,United States,MS in Computer Science,24460.0,USD
University of Oklahoma,Oklahoma,United States,MS in Computer Science - Non Thesis,19701.0,USD
Dartmouth College,New Hampshire,United States,MS in Computer Science,74298.0,USD
University of Iowa,Iowa,United States,MS in Computer Science,26848.0,USD
University of South Carolina,South Carolina,United States,MS in Computer Science,29760.0,USD
Rensselaer Polytechnic Institute,New York,United States,MS in Computer Science,40240.0,USD
Texas A&M University - Corpus Christi,Texas,United States,MS in Computer Science,13060.0,USD
Arkansas State University,Arkansas,United States,MS in Computer Science,11996.0,USD
Western University,Ontario,Canada,MSc in Computer Science,17471.0,CAD
"University of Alabama, Huntsville",Alabama,United States,MS in Computer Science,25905.0,USD
Florida Institute of Technology,Florida,United States,MS in Computer Science,26200.0,USD
University of Saskatchewan,Saskatchewan,Canada,MSc in Computer Science,11075.0,CAD
Portland State University,Oregon,United States,MS in Computer Science,22260.0,USD
Washington University in St. Louis,Missouri,United States,MS in Computer Science,64500.0,USD
Washington University in St. Louis,Missouri,United States,MEng in Computer Science and Engineering,64500.0,USD
Northwest Missouri State University,Missouri,United States,MS in Applied Computer Science,8481.0,USD
DePaul University,Illinois,United States,MS in Computer Science,22032.0,USD
"University of Missouri, Columbia",Missouri,United States,MS in Computer Science,28000.0,USD
The University of New South Wales,New South Wales,Australia,MSc in Computer Science,14500.0,AUD
Imperial College London,London,United Kingdom,MSc in Advanced Computing,41750.0,GBP
University of Regina,Saskatchewan,Canada,MSc in Computer Science,27609.0,CAD
University of Montreal,Montreal,Canada,Masters in Computer Science,15413.0,CAD
University of Montreal,Quebec,Canada,MSc in Computer Science,14535.0,CAD
University of Wisconsin-Milwaukee,Wisconsin,United States,MS in Computer Science,27690.0,USD
Western Michigan University,Michigan,United States,MS in Computer Science,25872.0,USD
The University of Kansas,Kansas,United States,MS in Computer Science,34290.0,USD
University of Massachusetts Dartmouth,Massachusetts,United States,MS in Computer Science,24640.0,USD
University of Texas at San Antonio,Texas,United States,MS in Computer Science,24294.0,USD
University of Delaware,Delaware,United States,MS in Computer Science,30795.0,USD
Texas A&M University-Commerce,Texas,United States,MS in Computer Science,15078.0,USD
Texas State University,Texas,United States,MS in Computer Science (Non-thesis),13986.0,USD
University of Manitoba,Manitoba,Canada,MSc in Computer Science,13548.0,CAD
University of Manitoba,Manitoba,Canada,MSc in Computer Science,19494.0,CAD
University of Manitoba,Manitoba,Canada,MSc in Computer Science,18971.0,CAD
Lamar University,Texas,United States,MS in Computer Science (Non-Thesis),14412.0,USD
ETH Zurich,Z'rich,Switzerland,MSc in Computer Science,1460.0,CHF
Nanyang Technological University,Singapore,Singapore,MEng in Computer Science and Engineering,21000.0,SGD
University of Ontario Institute of Technology,Ontario,Canada,MSc in Computer Science,20124.0,CAD
University of Georgia,Georgia,United States,MS in Computer Science (Non-Thesis),16800.0,USD
Alabama A&M University,Alabama,United States,MS in Computer Science,15120.0,USD
Memorial University of Newfoundland,Newfoundland & Labrador,Canada,MSc in Computer Science (Course-Based),7800.0,CAD
University of Cambridge,Cambridgeshire,United Kingdom,MPhil in Advanced Computer Science,41694.0,GBP
University of Oxford,Oxfordshire,United Kingdom,MSc in Advanced Computer Science,36000.0,GBP
University of New Brunswick,New Brunswick,Canada,Masters in Computer Science - Thesis,18759.0,CAD
University of New Brunswick,New Brunswick,Canada,Masters in Computer Science (Coursework),15230.0,CAD
University of Stuttgart,Baden-Warttemberg,Germany,MSc in Computer Science,3000.0,EUR
Purdue University Northwest,Indiana,United States,MS in Computer Science,14895.0,USD
Purdue University Northwest,Indiana,United States,MS in Computer Science,10140.0,USD
Mississippi State University,Mississippi,United States,MS in Computer Science,22754.0,USD
Utah State University,Utah,United States,Masters in Computer Science,21929.0,USD
"New York Institute of Technology, Old Westbury",New York,United States,MS in Computer Science,32400.0,USD
University of Tennessee at Knoxville,Tennessee,United States,MS in Computer Science,22520.0,USD
Tufts University,Massachusetts,United States,MS in Computer Science,51900.0,USD
Hamburg University of Technology,Hamburg,Germany,MSc in Computer Science in Engineering,684.0,EUR
"Deakin University, Melbourne",Victoria,Australia,MS in Computer Science,,AUD
Northern Arizona University,Arizona,United States,MS in Computer Science,25290.0,USD
Temple University,Pennsylvania,United States,MS in Computer Science,33920.0,USD
"Southern Illinois University, Edwardsville",Illinois,United States,MS in Computer Science,15780.0,USD
"Southern Illinois University, Carbondale",Illinois,United States,MS in Computer Science,23480.0,USD
Central Michigan University,Michigan,United States,MS in Computer Science,14355.0,USD
The University of Sydney,New South Wales,Australia,Masters in Computer Science,55100.0,AUD
RMIT University,Victoria,Australia,MSc in Computer Science by Research,36480.0,AUD
University of Bridgeport,Connecticut,United States,MS in Computer Science,26435.0,USD
Louisiana State University,Louisiana,United States,MS in Computer Science,30266.0,USD
University of New Hampshire,New Hampshire,United States,MS in Computer Science,42000.0,USD
KTH Royal Institute of Technology,Stockholms l'n,Sweden,MSc in Computer Simulations for Science and Engineering,14000.0,SEK
"KTH, Royal Institute of Technology",Stockholms l'n,Sweden,MSc in Computer Science,155000.0,SEK
Chicago State University,Illinois,United States,MS in Computer Science,12150.0,USD
Penn State Harrisburg,Pennsylvania,United States,MS in Computer Science,34746.0,USD
Dresden University of Technology,Sohag,Germany,MS in Computer Science,1000.0,EUR
University of Notre Dame,Indiana,United States,MS in Computer Science and Engineering,64356.0,USD
Technische Universität Darmstadt,Hesse,Germany,MSc in Computer Science,,EUR
The University of Edinburgh,Edinburgh,United Kingdom,MSc in Computer Science,40900.0,GBP
"University of Nebraska, Lincoln",Nebraska,United States,MS in Computer Science,26600.0,USD
University College London,London,United Kingdom,MSc in Computer Science,37500.0,GBP
Lawrence Technological University,Michigan,United States,MS in Computer Science,20850.0,USD
Lawrence Technological University,Michigan,United States,Masters in Computer Science,15300.0,USD
University of Guelph,Ontario,Canada,MSc in Computer Science,20511.0,CAD
Colorado School of Mines,Colorado,United States,MS in Computer Science (Non-Thesis),47600.0,USD
Friedrich-Alexander-University Erlangen-Nürnberg,Bavaria,Germany,MS in Computer Science,,EUR
Ohio University,Ohio,United States,MS in Computer Science,16185.0,USD
Laval University,Quebec,Canada,MSc in Computer Science,17640.0,CAD
Vanderbilt University,Tennessee,United States,MS in Computer Science,46980.0,USD
The University of Queensland,Queensland,Australia,MS in Computer Science,51200.0,AUD
The University of Queensland,Queensland,Australia,Masters in Computer Science (Management),51200.0,AUD
The University of Queensland,Queensland,Australia,Masters in Computer Science,51200.0,AUD
Technical University of Dortmund,North Rhine-Westphilia,Germany,Masters in Computer Science,628.0,EUR
"California State University, San Bernardino",California,United States,MS in Computer Science,16167.0,USD
Concordia University - Ann Arbor,Michigan,United States,MS in Computer Science,,USD
North Dakota State University,North Dakota,United States,MS in Computer Science,14598.0,USD
California Polytechnic State University,California,United States,MS in Computer Science,23196.0,USD
Penn State Great Valley,Pennsylvania,United States,MEng in Computer Science and Engineering,56310.0,USD
Penn State Great Valley,Pennsylvania,United States,MS in Computer Science and Engineering,37540.0,USD
Australian National University,Australian Capital Territory,Australia,Masters in Computing,53370.0,AUD
"California State Polytechnic University, Pomona",California,United States,MS in Computer Science,11880.0,USD
University of New Mexico,New Mexico,United States,MS in Computer Science,19840.0,USD
Saarland University,Saarland,Germany,MSc in Computer Science,,EUR
Saarland University,Saarland,Germany,MSc in Visual Computing,636.0,EUR
Brock University,Ontario,Canada,MSc in Computer Science,20226.0,CAD
"The City College of New York, CCNY",New York,United States,MS in Computer Science,17100.0,USD
Western Illinois University,Illinois,United States,MS in Computer Science,15540.0,USD
University of Texas at Tyler,Texas,United States,MS in Computer Science,22770.0,USD
Georgetown University,District of Columbia,United States,MS in Computer Science (Coursework),36780.0,USD
Indiana State University,Indiana,United States,MS in Computer Science,14603.0,USD
State University of New York Polytechnic Institute,New York,United States,MS in Computer Science,15890.0,USD
Eastern Michigan University,Michigan,United States,MS in Computer Science,36124.0,USD
University of Memphis,Tennessee,United States,MS in Computer Science,16137.0,USD
Fairleigh Dickinson University,New Jersey,United States,MS in Computer Science,18360.0,USD
Fairleigh Dickinson University,New Jersey,United States,Graduate certificate in Advanced Computer Programming,8262.0,USD
Fairleigh Dickinson University,New Jersey,United States,Graduate certificate in Computer Security,8262.0,USD
Bowling Green State University,Ohio,United States,MS in Computer Science,13442.0,USD
The University of Adelaide,South Australia,Australia,Masters in Computer Science,51500.0,AUD
University of Adelaide,South Australia,Australia,Graduate certificate in Computer Science,24000.0,AUD
Seattle University,Washington,United States,MS in Computer Science,30330.0,USD
Seattle University,Washington,United States,Masters in Computer Science,21308.0,USD
State University of New York at New Paltz,New York,United States,MS in Computer Science,19260.0,USD
University of Arkansas,Arkansas,United States,MS in Computer Science,23034.0,USD
University of Oregon,Oregon,United States,MS in Computer Science,30726.0,USD
The University of Alabama,Alabama,United States,MS in Computer Science,36000.0,USD
Northeastern Illinois University,Illinois,United States,MS in Computer Science,27540.0,USD
University of Denver,Colorado,United States,MS in Computer Science,38688.0,USD
University of Warwick,Coventry,United Kingdom,MSc in Computer Science by Research,29470.0,GBP
University of Warwick,Coventry,United Kingdom,MSc in Computer Science,33340.0,GBP
Ecole Polytechnique Fédérale de Lausanne,Vaud,Switzerland,Masters in Computer Science,1460.0,CHF
University of Missouri-St. Louis,Missouri,United States,MS in Computer Science,29200.0,USD
North Carolina Agricultural and Technical State University,North Carolina,United States,MS in Computer Science,29490.0,USD
University of Leeds,Leeds,United Kingdom,MSc in Advanced Computer Science (Cloud Computing),31750.0,GBP
University of Leeds,Leeds,United Kingdom,MSc in Advanced Computer Science (Artificial Intelligence),31750.0,GBP
University of Leeds,Leeds,United Kingdom,MSc in Advanced Computer Science,31750.0,GBP
University of Leeds,Leeds,United Kingdom,MSc in Advanced Computer Science (Data Analytics),28000.0,GBP
Curtin University,Western Australia,Australia,MPhil in Computer Science - Research,38000.0,AUD
Concordia University of Edmonton,Alberta,Canada,MS in Information Technology,26499.0,CAD
Eindhoven University of Technology,North Brabant,Netherlands,MSc in Computer Science and Engineering,19300.0,EUR
Rowan University,New Jersey,United States,MS in Computer Science,11985.0,USD
University of Miami,Florida,United States,MS in Computer Science,48420.0,USD
Grand Valley State University,Michigan,United States,MS in Applied Computer Science,25509.0,USD
Old Dominion University,Virginia,United States,MS in Computer Science,24463.0,USD
"Long Island University, Brooklyn",New York,United States,MS in Computer Science (Blended),24336.0,USD
"Long Island University, Brooklyn",New York,United States,MS in Computer Science (Blended),24336.0,USD
"Long Island University, Brooklyn",New York,United States,MS in Computer Science (Blended),24336.0,USD
