University Name,State,Country,Course Name,Average Fees (Per Year),Currency
California Polytechnic State University,California,United States,MS in Architecture,2000.0,USD
"California State Polytechnic University, Pomona",California,United States,MArch in Architecture,28500.0,USD
University of New Mexico,New Mexico,United States,MArch in Architecture (Track 3),37455.0,USD
University of New Mexico,New Mexico,United States,Masters in Architecture,30645.0,USD
"The City College of New York, CCNY",New York,United States,Masters in Architecture,45360.0,USD
University of Memphis,Tennessee,United States,MArch in Architecture,28350.0,USD
Bowling Green State University,Ohio,United States,MArch in Architecture,21952.0,USD
The University of Adelaide,South Australia,Australia,Masters in Architecture,45500.0,AUD
University of Oregon,Oregon,United States,MS in Architecture,48285.0,USD
Ecole Polytechnique Fédérale de Lausanne,Vaud,Switzerland,MS in Architecture,1460.0,CHF
University of Leeds,Leeds,United Kingdom,MArch in Architecture,14000.0,GBP
"Curtin University, Perth",Western Australia,Australia,Masters in Architecture,34125.0,AUD
The University of Auckland,Auckland,New Zealand,MArch(Prof)HousSt in Architecture (Professional) and Housing Studies,46752.0,NZ
The University of Auckland,Auckland,New Zealand,MArch(Prof)HerCons in Architecture (Professional) and Heritage Conservation,46752.0,NZ
The University of Auckland,Auckland,New Zealand,MArch in Architecture,46752.0,NZ
The University of Auckland,Auckland,New Zealand,MArch(Prof) in Architecture (Professional) and Urban Planning (Professional),46752.0,NZ
The University of Auckland,Auckland,New Zealand,MArch(Prof) in Architecture (Professional),46752.0,NZ
University of Miami,Florida,United States,MArch in Architecture,43578.0,USD
University of Technology Sydney,New South Wales,Australia,Masters in Architecture (Research),35690.0,AUD
University of Technology Sydney,New South Wales,Australia,Masters in Architecture,45504.0,AUD
Queensland University of Technology,Queensland,Australia,Masters in Architecture,37200.0,AUD
South Dakota State University,South Dakota,United States,M-Arch in Architecture,15697.0,USD
"University of Nevada, Las Vegas",Nevada,United States,MArch in Architecture,24050.0,USD
The University of Manchester,Manchester,United Kingdom,MArch in Architecture,30000.0,GBP
Swinburne University of Technology,Victoria,Australia,Masters in Architecture and Urban Design,41840.0,AUD
Swinburne University of Technology,Victoria,Australia,Masters in Architecture,41840.0,AUD
University of Idaho,Idaho,United States,MArch in Architecture,27993.0,USD
Chalmers University of Technology,Stockholms l'n,Sweden,MSc in Architecture and Planning Beyond Sustainability,210000.0,SEK
Kennesaw State University,Georgia,United States,M.Sc in Architecture,,USD
Kennesaw State University,Georgia,United States,Masters in Architecture,,USD
Auckland University of Technology,Auckland,New Zealand,MSc in Architecture (Professional),41600.0,NZ
Montana State University at Bozeman,Montana,United States,MArch in Architecture,33376.0,USD
The University of Tokyo,Tokyo,Japan,Masters in Architecture,,JP
The University of Western Australia,Western Australia,Australia,Masters in Architecture (Design),38800.0,AUD
University of Louisiana at Lafayette,Louisiana,United States,MArch in Architecture,25416.0,USD
Miami University,Ohio,United States,MArch in Architecture,42510.0,USD
Bauhaus-Universität Weimar,Thuringia,Germany,MSc in European Urban Studies,,EUR
Griffith University,Queensland,Australia,Masters in Architecture,35000.0,AUD
Lancaster University,Lancashire,United Kingdom,MArch in Architecture,23750.0,GBP
University of South Australia,South Australia,Australia,MS in Architecture,37700.0,AUD
University of South Australia,South Australia,Australia,Masters in Architecture,37700.0,AUD
California Baptist University,California,United States,Masters in Architecture,34218.0,USD
Cardiff University,Cardiff,United Kingdom,MSc in Computational Methods in Architecture,25450.0,GBP
Cardiff University,Cardiff,United Kingdom,MArch in Architectural Studies,21150.0,GBP
Loughborough University,Leicestershire,United Kingdom,Masters in Architecture,27250.0,GBP
University of Tasmania,Tasmania,Australia,Masters in Architecture,37902.0,AUD
Lund University,Sk'ne l'n,Sweden,Masters in Architecture,245000.0,SEK
Ball State University,Indiana,United States,Masters in Architecture,34115.0,USD
University of Liverpool,Liverpool,United Kingdom,Masters in Architecture,21350.0,GBP
University of Liverpool,Liverpool,United Kingdom,MPhil in Architecture,12975.0,GBP
University of Liverpool,Liverpool,United Kingdom,MRes in Arts: Architecture,18450.0,GBP
University of Liverpool,Liverpool,United Kingdom,MSc in Climate Resilience and Environmental Sustainability in Architecture,21350.0,GBP
The University of Sheffield,Sheffield,United Kingdom,MArch in Architecture: Collaborative Practice,13475.0,GBP
The University of Sheffield,Sheffield,United Kingdom,MSc in Architectural Engineering Design,27500.0,GBP
The University of Sheffield,Sheffield,United Kingdom,MArch in Architecture,29110.0,GBP
Newcastle University,Newcastle upon Tyne,United Kingdom,Masters in Architecture,27100.0,GBP
Newcastle University,Newcastle upon Tyne,United Kingdom,"MPhil in Architecture, Planning and Landscape",20900.0,GBP
University of Strathclyde,Glasgow City,United Kingdom,MArch in Architectural Design (International),21200.0,GBP
University of Strathclyde,Glasgow City,United Kingdom,MSc in Architectural Design for the Conservation of Built Heritage,24450.0,GBP
"Northeastern University, Seattle",Washington,United States,MS in Data Architecture and Management,28800.0,USD
Kingston University London,Kingston upon Thames,United Kingdom,MArch in Architecture  (ARB/RIBA Part 2),18400.0,GBP
Western Sydney University,New South Wales,Australia,Masters in Architecture: Urban Transformation,42336.0,AUD
Florida Agricultural and Mechanical University,Florida,United States,MS in Architecture,28105.0,USD
Claremont Graduate University,California,United States,Masters in Bachelor of Architecture,,USD
University of Newcastle,New South Wales,Australia,Masters in Architecture,37640.0,AUD
University of Nottingham,Nottingham,United Kingdom,Masters in Architecture (ARB RIBA Part 2),,GBP
University of Nottingham,Nottingham,United Kingdom,Masters in Advanced Architecture Design,24000.0,GBP
University of Nottingham,Nottingham,United Kingdom,MArch in Architecture and Sustainable Design,25250.0,GBP
University of Nottingham,Nottingham,United Kingdom,Masters in Architecture Design and Build,24000.0,GBP
University of Kassel,Hesse,Germany,Masters in Architecture,,EUR
Tulane University,New York,United States,Masters in Architecture,81760.0,USD
Laurentian University,Sudbury,Canada,Masters in Architecture,16174.0,CAD
Victoria University of Wellington,Wellington,New Zealand,MArch in Architecture,43050.0,NZ
Victoria University of Wellington,Wellington,New Zealand,MArch in Architecture (Professional),44800.0,NZ
Victoria University of Wellington,Wellington,New Zealand,MArchSc(Res) in Architectural Science (Research),41400.0,NZ
University of Bristol,Bristol,United Kingdom,Masters in Architecture,15500.0,GBP
Queen's University Belfast,Belfast,United Kingdom,Masters in Architecture,25800.0,GBP
Queen's University Belfast,Belfast,United Kingdom,MSc in Advanced Architectural Design,25800.0,GBP
University of Detroit Mercy,Michigan,United States,Masters in Architecture,,USD
Leiden University,South Holland,Netherlands,"MA in Art, Architecture and Interior before 1800",18800.0,EUR
Oxford Brookes University,Oxfordshire,United Kingdom,MSc in Sustainable Architecture: Evaluation and Design,17150.0,GBP
Oxford Brookes University,Oxfordshire,United Kingdom,Masters in Interior Architecture,15900.0,GBP
Oxford Brookes University,Oxfordshire,United Kingdom,Masters in International Architectural Regeneration and Development,15900.0,GBP
Oxford Brookes University,Oxfordshire,United Kingdom,MArch in Architecture,17150.0,GBP
Oxford Brookes University,Oxfordshire,United Kingdom,Masters in Applied Design in Architecture,15800.0,GBP
University of Wuppertal,North Rhine-Westphilia,Germany,Masters in Architecture,,EUR
Prairie View A&M University,Texas,United States,Masters in Architecture,14597.0,USD
University of Canberra,Australian Capital Territory,Australia,Masters in Architecture,38000.0,AUD
University of Reading,Reading,United Kingdom,Masters in Architecture,26950.0,GBP
Kyushu University,Fukuoka,Japan,Masters in Sustainable Architecture and Urban Systems,,JP
Bond University,Queensland,Australia,MArch in Architecture (Professional),52210.0,AUD
Bond University,Queensland,Australia,Masters in Architecture,74090.0,AUD
University of Hartford,Connecticut,United States,Masters in Architecture,55536.0,USD
Coventry University,Coventry,United Kingdom,MArch in Architecture,12400.0,GBP
Catholic University Of America,District of Columbia,United States,MArch in Architecture,49500.0,USD
Catholic University Of America,District of Columbia,United States,Masters in Architectural Studies,50670.0,USD
University of the District of Columbia,Washington,United States,MArch in Architecture,23128.0,USD
Birmingham City University,Birmingham,United Kingdom,MArch in Architecture,17710.0,GBP
"Nottingham Trent University, City Campus",Nottingham,United Kingdom,MSc in Digital Architecture and Construction,17500.0,GBP
"Nottingham Trent University, City Campus",Nottingham,United Kingdom,MArch in Architecture (ARB/RIBA Part 2),17500.0,GBP
University of East London,London,United Kingdom,MA in Architecture and Urbanism,15960.0,GBP
University of East London,London,United Kingdom,Masters in Architecture (ARB/RIBA Part 2),14580.0,GBP
University of East London,London,United Kingdom,MRes in ARCHITECTURE (READING THE NEOLIBERAL CITY),14340.0,GBP
"Seneca College, Newnham",Toronto,Canada,Graduate certificate in Cloud Architecture and Administration,16011.0,CAD
University of Hertfordshire,Hertfordshire,United Kingdom,Masters in Architecture and Urbanism,15450.0,GBP
Hampton University,Virginia,United States,MArch in Architecture,17105.0,USD
University of Kent,Kent,United Kingdom,MSc in Architecture and the Sustainable Environment,18000.0,GBP
University of Kent,Kent,United Kingdom,MSc in Architectural Conservation,18600.0,GBP
University of Portsmouth,Portsmouth,United Kingdom,MA in Architecture: Building and Heritage Conservation,17200.0,GBP
University of Portsmouth,Portsmouth,United Kingdom,Masters in Architecture,17200.0,GBP
University of Portsmouth,Portsmouth,United Kingdom,MA in Conservation Architecture,16200.0,GBP
Morgan State University,Maryland,United States,Masters in Architecture,27360.0,USD
University of Westminster,London,United Kingdom,MSc in Architecture and Environmental Design,14000.0,GBP
University of Westminster,London,United Kingdom,MA in Architecture,15000.0,GBP
University of Westminster,London,United Kingdom,Masters in Master of Architecture (MArch) (RIBA pt II),14800.0,GBP
University of Dundee,Dundee City,United Kingdom,MArch(Hons) in Architecture RIBA Part 2,19500.0,GBP
"Conestoga College, Kitchener–Doon",Kitchener,Canada,certificate in Big Data Solutions Architecture,,CAD
University of Greenwich,London,United Kingdom,Masters in Architecture Part 2,15100.0,GBP
Lincoln University,Canterbury,New Zealand,Master in Pest Management,32133.0,NZ
Tokyo University of Science,Tokyo,Japan,Masters in Architecture,5500.0,JP
Anglia Ruskin University,London,United Kingdom,Masters in Architecture,11800.0,GBP
Savannah College of Art and Design,Georgia,United States,MFA in Architectural History,41085.0,USD
Savannah College of Art and Design,Georgia,United States,MArch in Architecture,42120.0,USD
University of Notre Dame Australia,Western Australia,Australia,Masters in Architecture,37260.0,AUD
"Northumbria University, Newcastle",Newcastle upon Tyne,United Kingdom,MArch in Architecture,7750.0,GBP
London South Bank University,London,United Kingdom,MSc in Environmental And Architectural Acoustics,15400.0,GBP
London South Bank University,London,United Kingdom,Masters in Architecture,15400.0,GBP
Rhode Island School of Design,Rhode Island,United States,MArch in Architecture,58690.0,USD
The New School,New York,United States,Masters in Architecture and Lighting Design,56400.0,USD
The New School,New York,United States,MArch in Architecture,58350.0,USD
Kobe University,Hyogo,Japan,Masters in Architecture,535800.0,JP
Wentworth Institute of Technology,Massachusetts,United States,Masters in Architecture,,USD
Manchester Metropolitan University,Manchester,United Kingdom,Masters in Architecture,25500.0,GBP
Manchester Metropolitan University,Manchester,United Kingdom,MA in Architecture and Urbanism,21000.0,GBP
Umea University,V'sterbottens l'n,Sweden,Masters in Architecture and Urban Design,187200.0,SEK
University of the Fraser Valley,British Columbia,Canada,Certificate in Architectural Drafting,6893.0,CAD
School of the Art Institute of Chicago,Illinois,United States,MArch in Architecture,57780.0,USD
Leeds Beckett University,Leeds,United Kingdom,MArch in Architecture,16000.0,GBP
Leeds Beckett University,Leeds,United Kingdom,Masters in Architecture Futures,16000.0,GBP
Thomas Jefferson University,Pennsylvania,United States,Masters in Architecture,46175.0,USD
University of Central Lancashire,Lancashire,United Kingdom,Masters in Architecture,15500.0,GBP
Sheffield Hallam University,Sheffield,United Kingdom,MArch in Architecture,15860.0,GBP
University of Salford,Salford,United Kingdom,MArch in Architecture,15750.0,GBP
Yamaguchi University,Yamaguchi,Japan,Masters in Architecture,267900.0,JP
De Montfort University,Leicester,United Kingdom,MSc in Architecture and Sustainability,15800.0,GBP
De Montfort University,Leicester,United Kingdom,MArch in Architecture,15250.0,GBP
De Montfort University,Leicester,United Kingdom,MA in Architectural Design,15100.0,GBP
University of Wolverhampton,Wolverhampton,United Kingdom,MArch in Architecture,14450.0,GBP
Pratt Institute,New York,United States,MS in Architecture,49392.0,USD
Pratt Institute,New York,United States,MArch in Architecture,59780.0,USD
Università della Svizzera italiana,Appenzell Ausserrhoden,Switzerland,MSc in Architecture,8000.0,CHF
The University of Hong Kong,Pok Fu Lam,Hong Kong,MArch in Architecture,114000.0,USD
Robert Gordon University,Aberdeen City,United Kingdom,Master in Architecture Part 2 RIBA/ARB,15040.0,GBP
Robert Gordon University,Aberdeen City,United Kingdom,MSc in Advanced Architectural Design,14130.0,GBP
Solent University,Hampshire,United Kingdom,MSc in Architectural Project Management,14550.0,GBP
Frankfurt University of Applied Sciences,Frankfurt,Germany,MSc in Advanced Architecture,772.0,EUR
University of Bologna,Bologna,Italy,Masters in Architecture And Creative Practices For The City And Landscape,3315.0,EUR
SRH University Heidelberg,Heidelberg,Germany,MA in Architecture - Design for the Built Environment,15300.0,EUR
Sault College,Sault,Canada,Graduate Certificate in Network Architecture And Security Analytics,15899.0,CAD
"Algonquin College, Ottawa",Ottawa,Canada,Graduate certificate in Green Architecture,16215.0,CAD
University of Brighton,Brighton and Hove,United Kingdom,MA in Architectural and Urban Design,15462.0,GBP
University of Brighton,Brighton and Hove,United Kingdom,MRes in Architectural Research,15462.0,GBP
University of Brighton,Brighton and Hove,United Kingdom,MArch in Architecture RIBA Part 2,15300.0,GBP
"Algonquin College, Ottawa",Ottawa,Canada,Master certificate in  Green Architecture,6841.0,CAD
Ulster University,Coleraine,United Kingdom,MArch in Architecture,15840.0,GBP
Liverpool John Moores University,Liverpool,United Kingdom,MSc in Architecture,17400.0,GBP
City University of Hong Kong,Kowloon,Hong Kong,Masters in Architecture,222000.0,USD
Sapienza University of Rome,Roma,Italy,Masters in Architecture-Urban Regeneration,2924.0,EUR
University of Plymouth,Plymouth,United Kingdom,MA in Architectural Design,15700.0,GBP
University of Plymouth,Plymouth,United Kingdom,Masters in Architecture (ARB/RIBA Part 2),16300.0,GBP
Norwich University,Vermont,United States,Masters in Architecture,24600.0,USD
Falmouth University,Cornwall,United Kingdom,MArch in Architecture,19300.0,GBP
"Goldsmiths, University of London",London,United Kingdom,MA in Research Architecture,17460.0,GBP
The Chinese University of Hong Kong,New Territories,Hong Kong,Masters in Architecture,90000.0,USD
Southern California Institute Of Architecture,California,United States,MArch in Architecture - 2,64955.0,USD
University of Lincoln,Lincolnshire,United Kingdom,Masters in Architecture,16200.0,GBP
University of Lincoln,Lincolnshire,United Kingdom,Masters in Interior Architecture and Design,16300.0,GBP
London Metropolitan University,London,United Kingdom,MArch in Architecture RIBA 2,17600.0,GBP
University of the West of England,Bristol,United Kingdom,Masters in Architecture,16500.0,GBP
University of the West of England,Bristol,United Kingdom,MSc in Computational Architecture,16000.0,GBP
California College of Arts,California,United States,MArch in Architecture,60180.0,USD
California College of Arts,California,United States,Masters in Advanced Architectural Design,60180.0,USD
University for the Creative Arts,Kent,United Kingdom,MA in Architecture,17500.0,GBP
Polytechnic University of Turin,Turin,Italy,MS in Architecture for Sustainability Design,1301.0,EUR
Universitat Politècnica de Catalunya- BarcelonaTech,Barcelona,Spain,MBArch in Advanced Studies in Architecture,2490.0,USD
Royal College of Art,London,United Kingdom,MA in Environmental Architecture,35950.0,GBP
Royal College of Art,London,United Kingdom,MPhil in Architecture,30450.0,GBP
Politecnico di Milano,Milan,Italy,Masters in Architecture and Urban Design,194580.0,EUR
Royal College of Art,London,United Kingdom,MA in Architecture,13475.0,GBP
Politecnico di Torino,Turin,Italy,MSc in Architecture for Heritage,2601.0,EUR
Architectural Association School of Architecture,London,United Kingdom,MArch in Architecture and Urbanism,38932.0,GBP
Royal Danish Academy,Hovedstaden,Denmark,MA in Computation in Architecture,13000.0,USD
Boston Architectural College,Massachusetts,United States,Masters in Architecture,23760.0,USD
Norwich University Of The Arts,Norfolk,United Kingdom,MArch in Architecture,18000.0,GBP
HafenCity University Hamburg,Hamburg,Germany,MSc in Resource Efficiency in Architecture and Planning,,EUR
"University of Illinois Chicago, Global",Illinois,United States,MArch in Architecture,30394.0,USD
Woodbury University,California,United States,MS in Architecture,50868.0,USD
Woodbury University,California,United States,MArch in Architecture,44510.0,USD
NewSchool of Architecture & Design,California,United States,Masters in Architecture,46990.0,USD
Arts University Bournemouth,Poole,United Kingdom,Masters in Architecture  (Part 2 ARB/RIBA),18500.0,GBP
