University Name,State,Country,Course Name,Average Fees (Per Year),Currency
"James Cook University, Townsville",Queensland,Australia,MSc(Prof) in Environmental Earth Science,39120.0,AUD
"James Cook University, Townsville",Queensland,Australia,MSc in Environmental Earth Sciences,39120.0,AUD
Golden Gate University,California,United States,Masters in Paleoenvironmental Sciences,,USD
The University of Rhode Island,Rhode Island,United States,Masters in Environmental Science,,USD
Edith Cowan University,Western Australia,Australia,Masters in Environmental Science,38800.0,AUD
"City University Of New York, Staten Island",New York,United States,MS in Environmental Science,17100.0,USD
Youngstown State University,Ohio,United States,MS in Environmental Science,19470.0,USD
University of Bayreuth,Bavaria,Germany,MSc in Environmental Geography,,EUR
University of Leicester,Leicester,United Kingdom,MSc in Environmental Futures,19700.0,GBP
American University,Washington,United States,MS in Environmental Science,33588.0,USD
"Washington State University, Tri-Cities",Washington,United States,Masters in Environmental Science,,USD
University of Hildesheim,Sohag,Germany,Masters in Environmental Science and Nature Protection,,EUR
Western Kentucky University,Kentucky,United States,Masters in Environmental Science,,USD
Brunel University,London,United Kingdom,MRes in Environmental Sciences,25000.0,GBP
University of Waikato,Waikato,New Zealand,MSc(Research) in Environmental Sciences,37145.0,NZ
University of Waikato,Waikato,New Zealand,MPhil  in Environmental Sciences,28675.0,NZ
University of Waikato,Waikato,New Zealand,Certificate in Environmental Planning,17989.0,NZ
University of Waikato,Waikato,New Zealand,MSc(Tech) in Environmental Sciences,37145.0,NZ
University of Waikato,Waikato,New Zealand,MSc in Environmental Sciences,37145.0,NZ
University of Zurich,Z'rich,Switzerland,MS in Quantitative Environmental Sciences,1640.0,CHF
Tulane University,New York,United States,MS in Earth & Environmental Sciences,29744.0,USD
Victoria University of Wellington,Wellington,New Zealand,MEnvSc in Environmental Science,58300.0,NZ
"University of New England, Australia",New South Wales,Australia,Masters in Environmental Science (Research),36226.0,AUD
"University of New England, Australia",New South Wales,Australia,Masters in Environmental Science and Management,36226.0,AUD
Wilmington University,Delaware,United States,MS in Environmental Science,18150.0,USD
Murdoch University,Western Australia,Australia,Masters in Environmental Science,37320.0,AUD
McNeese State University,Louisiana,United States,MS in Environmental Science,11000.0,USD
University of Cologne,North Rhine-Westphilia,Germany,Master in Environmental Sciences,57590.0,EUR
University of Exeter,Devon,United Kingdom,MSc in Weather and Climate Science,27500.0,GBP
University of Exeter,Devon,United Kingdom,MSc in Environment and Human Health,27500.0,GBP
University of Geneva,Geneva,Switzerland,Master in Environmental Science,1000.0,CHF
University of Koblenz and Landau,Rhineland-Palatinate,Germany,Masters in Environmental Science,,EUR
Stockholm University,Stockholms l'n,Sweden,MS in Environmental Science - Environmental Toxicology and Chemistry,140000.0,SEK
Stockholm University,Stockholms l'n,Sweden,"MS in Environmental Science - Atmosphere, Biogeochemistry and Climate",140000.0,SEK
Loyola Marymount University,California,United States,Masters in Environmental Science,43710.0,USD
University of Prince Edward Island,Prince Edward Island,Canada,Masters in Environmental Sciences,6565.0,CAD
University of Prince Edward Island,Prince Edward Island,Canada,Masters in Environmental Science,,CAD
Oregon Health and Science University,Oregon,United States,Masters in Environmental Science and Engineering,,USD
University of Tsukuba,Ibaraki,Japan,Masters in Environmental Science,267900.0,JP
University of West Florida,Florida,United States,Masters in Environmental Science,,USD
University of Montana,Montana,United States,Masters in Environmental Science,,USD
Wageningen University and Research,Gelderland,Netherlands,MSc in Environmental Sciences,19600.0,EUR
University of Aberdeen,Aberdeen City,United Kingdom,MSc in Environmental Science,25100.0,GBP
Towson University,Maryland,United States,Masters in Environmental Science,,USD
Southern Oregon University,Oregon,United States,Masters in Environmental Science,,USD
Université du Québec à Trois-Rivières,Quebec,Canada,Masters in Environmental Science,,CAD
Swansea University,Wales,United Kingdom,"MSc in Society, Environmental and Global Changes",20500.0,GBP
Swansea University,Wales,United Kingdom,MSc in Environmental Biology: Conservation and Resource Management,20200.0,GBP
Swansea University,Wales,United Kingdom,MSc in Environmental Dynamics and Climate Change,22050.0,GBP
Swansea University,Wales,United Kingdom,MSc in Global Environment Modelling,21300.0,GBP
Texas Christian University,Texas,United States,MS in Environmental Science,28050.0,USD
Christopher Newport University,Virginia,United States,MS in Environmental Science,20246.0,USD
Sonoma State University,California,United States,Masters in Environmental Science and Policy,,USD
Hood College,Maryland,United States,Masters in Environmental Science,,USD
University of East Anglia,Norfolk,United Kingdom,MSc in Environmental sciences,21250.0,GBP
Nipissing University,Ontario,Canada,Masters in Environmental Science,4859.0,CAD
University of Surrey,Surrey,United Kingdom,MSc in Environmental Strategy,23900.0,GBP
University of Hohenheim,Baden-Warttemberg,Germany,"MSc in Environmental Science - Soil, Water and Biodiversity",3000.0,EUR
University of the Sunshine Coast,Queensland,Australia,Masters in Climate Change Adaptation,29000.0,AUD
University of Greifswald (Ernst-Moritz-Arndt),Mecklenburg-Vorpommern,Germany,Masters in Environmental Science,,EUR
University of Copenhagen,Copenhagen,Denmark,MSc in Environmental Science,110000.0,USD
Brandon University,Manitoba,Canada,MS in Environmental & Life Sciences - Thesis,8580.0,CAD
Bangor University,Gwynedd,United Kingdom,MSc in Environmental Science,18300.0,GBP
Kobe University,Hyogo,Japan,Masters in Human Environmental Sciences,535800.0,JP
University of Lausanne,Lausanne,Switzerland,MSC in Environmental Science,1160.0,CHF
Liverpool John Moores University,Liverpool,United Kingdom,MSc in Climate Change and Sustainability,18250.0,GBP
Liverpool John Moores University,Liverpool,United Kingdom,"MSc in Water, Energy and the Environment",18250.0,GBP
Wesley College,Delaware,United States,MS in Environmental Science,9000.0,USD
University of Plymouth,Plymouth,United Kingdom,MSc in Environmental Geochemistry,18000.0,GBP
University of Plymouth,Plymouth,United Kingdom,M.Sc in Environmental Consultancy,16700.0,GBP
Roskilde University,Sjælland,Denmark,MSc in Environmental Science,18000.0,USD
"California State University, Monterey Bay",California,United States,MS in Environmental Science - Professional Science Masters,50593.0,USD
"University of South Australia, Mawson Lakes",South Australia,Australia,Masters in Environmental Science,38500.0,AUD
Université de Pau et des Pays de l'Adour,Pyrénées-Atlantiques,France,"MS in Sciences and technology for agriculture, food and environment",,EUR
Universite de la Rochelle,La Rochelle,France,MSc in Environmental Sciences,,EUR
SUNY Buffalo State University,New York,United States,MA in Great Lakes Environmental Science,19820.0,USD
SUNY Buffalo State University,New York,United States,MS in Great Lakes Environmental Science,19240.0,USD
"Lakeland College, Vermilion",Alberta,Canada,Certificate in APPLIED ENVIRONMENTAL SCIENCES,6306.0,CAD
Stephen F. Austin State University,Texas,United States,Masters in Environmental Science,,USD
